dataset,profile_type,metric_a,metric_b,correlation,pvalue,confidence_interval
Movies_and_TV,preference_negative,bertscore_precision,hit_rate_at_1,-0.01525127488322377,0.9666455951955306,"(-0.6387439700100882, 0.6203318262452391)"
Movies_and_TV,preference_negative,bertscore_precision,hit_rate_at_5,0.2324607067095789,0.5180914640496688,"(-0.4652630661939991, 0.7520189724178898)"
Movies_and_TV,preference_negative,bertscore_precision,hit_rate_at_10,0.02301680982948898,0.9496773937319809,"(-0.615529740678942, 0.6433201221994271)"
Movies_and_TV,preference_negative,bertscore_precision,ndcg_at_1,0.0,1.0,"(nan, nan)"
Movies_and_TV,preference_negative,bertscore_precision,ndcg_at_5,-0.23385416173504284,0.5155138668131842,"(-0.7526584778844262, 0.46410769474317565)"
Movies_and_TV,preference_negative,bertscore_precision,ndcg_at_10,-0.1773907811509605,0.6239395671104225,"(-0.7259372246030844, 0.5090964516539432)"
Movies_and_TV,preference_negative,bertscore_precision,true_positive,-0.16568081473434773,0.6473590965599012,"(-0.7201800898255412, 0.5179795584363517)"
Movies_and_TV,preference_negative,bertscore_precision,true_negative,0.4897292075391967,0.15078682287663434,"(-0.20226467505053045, 0.8555498125137684)"
Movies_and_TV,preference_negative,bertscore_precision,accuracy,-0.0324928659507496,0.9289968515404755,"(-0.6488448626233888, 0.6096049538565098)"
Movies_and_TV,preference_negative,bertscore_recall,hit_rate_at_1,-0.018133222734810817,0.9603466155611282,"(-0.6404474361511547, 0.6185552177983807)"
Movies_and_TV,preference_negative,bertscore_recall,hit_rate_at_5,0.2106640379070296,0.5590848267740784,"(-0.48303135763197863, 0.7418867611010466)"
Movies_and_TV,preference_negative,bertscore_recall,hit_rate_at_10,-0.23403929257355394,0.5151718141507083,"(-0.7527433673295127, 0.4639540161405471)"
Movies_and_TV,preference_negative,bertscore_recall,ndcg_at_1,0.0,1.0,"(nan, nan)"
Movies_and_TV,preference_negative,bertscore_recall,ndcg_at_5,-0.231872555036738,0.5191810127414396,"(-0.7517487550795524, 0.4657500147257476)"
Movies_and_TV,preference_negative,bertscore_recall,ndcg_at_10,-0.019051693594073656,0.9583395438302682,"(-0.6409890436548982, 0.6179876450558021)"
Movies_and_TV,preference_negative,bertscore_recall,true_positive,-0.36241945047472707,0.3033892209841854,"(-0.8077306489788705, 0.34620753893314943)"
Movies_and_TV,preference_negative,bertscore_recall,true_negative,0.05771885696428575,0.8741597912193848,"(-0.5934751064668439, 0.6632420713839746)"
Movies_and_TV,preference_negative,bertscore_recall,accuracy,-0.7433900650490933,0.013730355166057417,"(-0.9352603404755324, -0.21386495343372935)"
Movies_and_TV,preference_negative,bertscore_f1,hit_rate_at_1,-0.014460797459724124,0.9683736196499064,"(-0.6382756627838748, 0.6208179876341542)"
Movies_and_TV,preference_negative,bertscore_f1,hit_rate_at_5,0.23132980334447692,0.5201872944513843,"(-0.4661990007284705, 0.751499241089716)"
Movies_and_TV,preference_negative,bertscore_f1,hit_rate_at_10,-0.2252506601117376,0.5315126572316473,"(-0.748694330580437, 0.4712034800121832)"
Movies_and_TV,preference_negative,bertscore_f1,ndcg_at_1,0.0,1.0,"(nan, nan)"
