dataset,profile_type,metric_a,metric_b,correlation,pvalue,confidence_interval
All_Beauty,preference_positive,bertscore_precision,hit_rate_at_1,-0.015663294030664673,0.965744949224994,"(-0.6389878819509808, 0.6200782314387262)"
All_Beauty,preference_positive,bertscore_precision,hit_rate_at_5,0.24568171527082572,0.49385226602569476,"(-0.4542044061652244, 0.758047425992898)"
All_Beauty,preference_positive,bertscore_precision,hit_rate_at_10,0.05341845976977879,0.883479992162931,"(-0.5962623293667519, 0.660818994035085)"
All_Beauty,preference_positive,bertscore_precision,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_positive,bertscore_precision,ndcg_at_5,0.17550792757336425,0.6276854561323227,"(-0.5105347080451712, 0.7250166886278123)"
All_Beauty,preference_positive,bertscore_precision,ndcg_at_10,-0.06901874538809874,0.8497386404925602,"(-0.6695491081391199, 0.5860760876120844)"
All_Beauty,preference_positive,bertscore_precision,true_positive,-0.2931501026286691,0.4110592309510467,"(-0.7789936404718657, 0.4126390578833287)"
All_Beauty,preference_positive,bertscore_precision,true_negative,-0.20653548903106375,0.5669876078512468,"(-0.7399398776108802, 0.4863337358990204)"
All_Beauty,preference_positive,bertscore_precision,accuracy,-0.48504785591734856,0.15532580354366352,"(-0.8538954394542082, 0.2081460017438125)"
All_Beauty,preference_positive,bertscore_recall,hit_rate_at_1,-0.11406820826937679,0.7536972243858865,"(-0.693861161383486, 0.5554507565066419)"
All_Beauty,preference_positive,bertscore_recall,hit_rate_at_5,0.6423243788421334,0.045216782471941774,"(0.021320680023121805, 0.9056740609189756)"
All_Beauty,preference_positive,bertscore_recall,hit_rate_at_10,0.4110211609957116,0.23800806675705966,"(-0.2949299937131574, 0.82670475784804)"
All_Beauty,preference_positive,bertscore_recall,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_positive,bertscore_recall,ndcg_at_5,0.1522359597545671,0.6745950208148384,"(-0.5280000797352293, 0.7134744732251578)"
All_Beauty,preference_positive,bertscore_recall,ndcg_at_10,0.04006126085002893,0.9125065007345357,"(-0.6048208119586439, 0.6532112076969336)"
All_Beauty,preference_positive,bertscore_recall,true_positive,0.30213759510993604,0.39617523892440054,"(-0.40442376535363245, 0.7828410805644597)"
All_Beauty,preference_positive,bertscore_recall,true_negative,-0.4067481465609378,0.24340721151706546,"(-0.8250736399678774, 0.2996074113494282)"
All_Beauty,preference_positive,bertscore_recall,accuracy,-0.03926336955930504,0.9142436636067834,"(-0.6527528046009105, 0.6053273804022568)"
All_Beauty,preference_positive,bertscore_f1,hit_rate_at_1,-0.10322627975873352,0.7765832976123495,"(-0.6881283776978449, 0.5629910500285161)"
All_Beauty,preference_positive,bertscore_f1,hit_rate_at_5,0.5989177869208266,0.06731047457293561,"(-0.049298823120243744, 0.8921277262180085)"
All_Beauty,preference_positive,bertscore_f1,hit_rate_at_10,0.35016202022401793,0.32123219897530597,"(-0.3585041198955603, 0.8027951062669781)"
All_Beauty,preference_positive,bertscore_f1,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_positive,bertscore_f1,ndcg_at_5,0.177127512545615,0.6244628692810033,"(-0.5092977856001298, 0.7258086294269045)"
All_Beauty,preference_positive,bertscore_f1,ndcg_at_10,0.010383292868651445,0.9772889954917404,"(-0.623318007758541, 0.6358526466347647)"
All_Beauty,preference_positive,bertscore_f1,true_positive,0.15835851255516423,0.6621478745978346,"(-0.5234602764061705, 0.7165408959725695)"
All_Beauty,preference_positive,bertscore_f1,true_negative,-0.3997996848576354,0.2523317909133912,"(-0.8224062646268762, 0.30714166604858906)"
All_Beauty,preference_positive,bertscore_f1,accuracy,-0.18151402935420324,0.615763612380297,"(-0.727946258692747, 0.5059333763040136)"
