dataset,profile_type,metric_a,metric_b,correlation,pvalue,confidence_interval
All_Beauty,vanilla,bertscore_precision,hit_rate_at_1,-0.5487608597027024,0.10044436259246141,"(-0.8757894185582673, 0.12355569719197494)"
All_Beauty,vanilla,bertscore_precision,hit_rate_at_5,0.19996576096106292,0.579650266284358,"(-0.49154828884087126, 0.7368232821960917)"
All_Beauty,vanilla,bertscore_precision,hit_rate_at_10,0.18102311746075933,0.6167350656743901,"(-0.5063109425619275, 0.7277075551576511)"
All_Beauty,vanilla,bertscore_precision,ndcg_at_1,-0.20793481951370973,0.5643042601851039,"(-0.7406007570159711, 0.48521664086219246)"
All_Beauty,vanilla,bertscore_precision,ndcg_at_5,-0.20793481951370973,0.5643042601851039,"(-0.7406007570159711, 0.48521664086219246)"
All_Beauty,vanilla,bertscore_precision,ndcg_at_10,-0.0340044375276751,0.9257012444203075,"(-0.6497201717355577, 0.6086531811506796)"
All_Beauty,vanilla,bertscore_precision,true_positive,0.05902190728151877,0.871338405719551,"(-0.5926274638724396, 0.6639737831709464)"
All_Beauty,vanilla,bertscore_precision,true_negative,-0.2039951673677464,0.5718713265646047,"(-0.7387374906937028, 0.4883559202703759)"
All_Beauty,vanilla,bertscore_precision,accuracy,-0.03864693516174415,0.9155859842000098,"(-0.6523983439186694, 0.6057183875605715)"
All_Beauty,vanilla,bertscore_recall,hit_rate_at_1,-0.35069279602914427,0.3204484879233096,"(-0.8030101195529198, 0.3579766943055462)"
All_Beauty,vanilla,bertscore_recall,hit_rate_at_5,-0.09347138893665906,0.7973084138815895,"(-0.6829072039577252, 0.5696818534153743)"
All_Beauty,vanilla,bertscore_recall,hit_rate_at_10,0.40478622432496913,0.24590893808906494,"(-0.30174369781693083, 0.8243223816536807)"
All_Beauty,vanilla,bertscore_recall,ndcg_at_1,0.018347302773132686,0.9598787827475654,"(-0.6184229855395172, 0.6405737310572299)"
All_Beauty,vanilla,bertscore_recall,ndcg_at_5,0.018347302773132686,0.9598787827475654,"(-0.6184229855395172, 0.6405737310572299)"
All_Beauty,vanilla,bertscore_recall,ndcg_at_10,0.1343159065465334,0.7114274896277306,"(-0.5410678690271422, 0.7043741141085872)"
All_Beauty,vanilla,bertscore_recall,true_positive,0.4931341528931966,0.14753657365172643,"(-0.19795535014206336, 0.8567484332386409)"
All_Beauty,vanilla,bertscore_recall,true_negative,-0.38102963134697937,0.2773316445100494,"(-0.8151067144204671, 0.32706054735000833)"
All_Beauty,vanilla,bertscore_recall,accuracy,0.2377546874215366,0.508327114776364,"(-0.4608609290770786, 0.7544433762873757)"
All_Beauty,vanilla,bertscore_f1,hit_rate_at_1,-0.4504716600783434,0.1913864336469965,"(-0.8414410431249879, 0.2500863260578125)"
All_Beauty,vanilla,bertscore_f1,hit_rate_at_5,-0.0023446836012822243,0.9948710328189657,"(-0.6310393966441729, 0.6282090257281862)"
All_Beauty,vanilla,bertscore_f1,hit_rate_at_10,0.3656156873590354,0.2988248412200869,"(-0.34296056458854074, 0.8090074576394217)"
All_Beauty,vanilla,bertscore_f1,ndcg_at_1,-0.05942558382792864,0.870464622444526,"(-0.6642002279376515, 0.5923645765358806)"
All_Beauty,vanilla,bertscore_f1,ndcg_at_5,-0.05942558382792864,0.870464622444526,"(-0.6642002279376515, 0.5923645765358806)"
All_Beauty,vanilla,bertscore_f1,ndcg_at_10,0.08807805095244692,0.8088170092077784,"(-0.5733437478777227, 0.6799944065246919)"
All_Beauty,vanilla,bertscore_f1,true_positive,0.3869896711878187,0.2692530667461121,"(-0.32080316826245786, 0.8174395664647882)"
All_Beauty,vanilla,bertscore_f1,true_negative,-0.35409379186038203,0.3154504841666183,"(-0.8043850485387031, 0.3545863987425871)"
All_Beauty,vanilla,bertscore_f1,accuracy,0.16387478161527808,0.6509966450465088,"(-0.5193366032702712, 0.7192853149351864)"
All_Beauty,vanilla,consistency,hit_rate_at_1,-0.4931378679841317,0.14753305083595555,"(-0.8567497388961223, 0.19795063365941615)"
All_Beauty,vanilla,consistency,hit_rate_at_5,-0.5090257704845931,0.13293387993623634,"(-0.8622911844833371, 0.17748318207530467)"
All_Beauty,vanilla,consistency,hit_rate_at_10,0.0010684654670213842,0.9976627344591572,"(-0.6289809717806484, 0.6302707613107933)"
All_Beauty,vanilla,consistency,ndcg_at_1,0.3696610865188944,0.2931005856746593,"(-0.3388265261616462, 0.810617506117137)"
All_Beauty,vanilla,consistency,ndcg_at_5,0.3696610865188944,0.2931005856746593,"(-0.3388265261616462, 0.810617506117137)"
All_Beauty,vanilla,consistency,ndcg_at_10,0.23513863943935553,0.5131425712875561,"(-0.463040573145787, 0.7532471040651121)"
All_Beauty,vanilla,consistency,true_positive,0.4447460343088023,0.1977906332463987,"(-0.25678663562684895, 0.8393377799179244)"
All_Beauty,vanilla,consistency,true_negative,-0.5647670408998342,0.08894055944067382,"(-0.8810860350695872, 0.10064939892326152)"
All_Beauty,vanilla,consistency,accuracy,0.006340142766716867,0.9861314951847486,"(-0.6257842386363456, 0.6334378096920907)"
All_Beauty,vanilla,nepc,hit_rate_at_1,0.3449907818888207,0.32891979058923804,"(-0.36361915028548714, 0.8006940978832707)"
All_Beauty,vanilla,nepc,hit_rate_at_5,0.29539595017387127,0.40731540359992,"(-0.4105968771250908, 0.7799585024344047)"
All_Beauty,vanilla,nepc,hit_rate_at_10,-0.1806477552881427,0.6174782219604281,"(-0.7275249477317045, 0.5065994604645975)"
All_Beauty,vanilla,nepc,ndcg_at_1,-0.29648669456867494,0.40550300572138115,"(-0.780426278911239, 0.40960248602448024)"
All_Beauty,vanilla,nepc,ndcg_at_5,-0.29648669456867494,0.40550300572138115,"(-0.780426278911239, 0.40960248602448024)"
All_Beauty,vanilla,nepc,ndcg_at_10,-0.34350615538647206,0.3311442359200589,"(-0.8000888347323257, 0.36507978756570103)"
All_Beauty,vanilla,nepc,true_positive,-0.5041974140176807,0.13727217836270453,"(-0.8606160322055912, 0.18376672805438174)"
All_Beauty,vanilla,nepc,true_negative,0.772127051387358,0.008866996717521005,"(0.2773205539469203, 0.9432102668620737)"
All_Beauty,vanilla,nepc,accuracy,0.06755934316639677,0.8528866263112077,"(-0.587037868819049, 0.6687393832573731)"
